SeniorCity,Partner,Dependents,Service1,Service2,Security,OnlineBackup,DeviceProtection,TechSupport,PaperlessBilling,InternetService,AutoPayment_flag,Charges,Contract_months,PaymentMethod_simple,Demand,Class_flag
1,1,0,1,1,0,0,1,0,1,1,1,100.5,12,Automatic,6029.0,0
1,1,0,1,1,0,1,1,0,1,1,0,95.9,1,Electronic check,2745.2,1
0,0,0,1,0,0,0,1,1,1,1,1,74.45,24,Automatic,3721.9,0
1,0,0,1,1,0,1,1,0,1,1,0,104.1,1,Electronic check,3121.1,0
0,1,0,1,0,0,0,0,0,0,0,1,19.05,12,Automatic,990.45,0
0,0,1,1,1,0,0,0,0,0,0,0,25.0,24,Mailed check,1004.35,0
0,0,0,1,0,0,0,0,0,0,0,0,19.05,1,Mailed check,157.65,0
0,0,0,1,0,0,0,1,1,0,1,0,81.9,12,Electronic check,3219.75,0
1,0,0,1,0,0,0,0,0,1,1,0,69.7,1,Electronic check,572.85,0
0,1,1,1,1,0,0,1,0,1,1,0,90.15,12,Electronic check,4554.85,0
0,1,1,1,1,0,0,0,0,0,0,1,25.35,24,Automatic,1847.55,0
1,0,0,1,1,0,0,0,0,1,0,0,24.65,24,Mailed check,1766.75,0
1,1,0,1,0,0,0,0,0,1,0,1,19.55,24,Automatic,1462.05,0
1,0,0,0,0,0,0,0,0,0,1,0,25.25,1,Electronic check,25.25,1
0,1,0,0,0,1,1,0,1,1,1,1,60.0,24,Automatic,2193.2,0
0,1,0,1,0,0,1,1,0,0,1,1,89.9,1,Automatic,2433.5,0
0,1,0,1,0,0,0,0,0,0,0,1,19.4,1,Automatic,641.15,0
1,1,0,1,0,0,1,0,0,0,1,0,49.8,24,Mailed check,2398.4,0
0,1,1,1,1,0,0,0,0,1,0,1,24.1,24,Automatic,861.85,0
0,0,0,1,0,0,0,1,1,0,1,0,54.25,1,Electronic check,583.0,0
0,1,0,1,1,1,1,1,0,0,1,1,109.9,12,Automatic,7332.4,0
0,0,0,0,0,0,0,1,1,1,1,1,35.5,12,Automatic,249.55,0
0,0,0,1,0,0,0,0,0,0,1,1,87.55,12,Automatic,4475.9,0
0,0,0,1,0,0,0,0,0,0,1,0,45.15,1,Electronic check,416.45,1
0,0,0,1,0,0,0,0,0,1,1,0,88.4,1,Mailed check,788.6,0
0,0,0,1,0,0,0,0,1,1,1,0,50.8,1,Mailed check,202.3,0
0,1,0,1,1,1,1,1,0,1,1,0,99.0,24,Electronic check,6994.6,0
0,1,1,1,1,0,0,0,0,1,1,1,84.4,1,Automatic,4116.15,1
1,1,1,1,0,0,0,1,0,1,1,0,96.55,24,Electronic check,2263.45,0
0,1,0,1,0,1,0,0,0,1,1,1,59.75,12,Automatic,1374.35,0
0,0,0,1,1,1,1,1,0,1,1,0,111.5,1,Electronic check,4915.15,0
0,1,1,1,1,0,0,0,0,0,0,1,24.25,1,Automatic,838.5,0
0,0,0,1,1,0,0,0,0,1,1,0,75.1,1,Electronic check,75.1,1
0,1,0,1,1,0,0,0,0,1,1,1,70.15,12,Automatic,3715.65,1
0,0,0,1,1,0,1,0,0,1,1,0,101.75,1,Electronic check,4273.45,1
0,0,0,1,0,0,0,0,0,0,1,0,45.8,1,Electronic check,45.8,1
0,0,0,1,0,0,0,0,0,0,0,0,20.5,1,Mailed check,20.5,0
0,0,0,1,0,1,1,0,1,0,1,0,70.4,12,Electronic check,2044.75,0
0,0,0,0,0,0,0,0,1,0,1,0,30.55,1,Mailed check,30.55,0
0,1,1,1,1,1,1,0,1,0,1,0,84.9,1,Electronic check,1398.25,0
0,0,0,1,0,0,0,0,0,1,0,0,20.1,1,Mailed check,20.1,1
0,1,0,0,0,0,0,0,1,0,1,0,40.65,1,Mailed check,328.95,1
1,1,0,1,1,0,0,1,0,1,1,0,101.0,1,Electronic check,4680.05,1
0,0,0,1,0,0,0,0,0,1,1,0,69.1,1,Electronic check,69.1,1
0,1,0,1,0,1,0,0,1,0,1,1,54.5,24,Automatic,3778.2,0
0,0,0,1,1,0,0,0,0,1,1,1,75.35,1,Automatic,3161.4,0
0,1,0,0,0,1,0,0,1,1,1,1,44.45,12,Automatic,2188.45,0
0,0,0,1,1,0,0,0,0,1,1,0,75.0,1,Mailed check,999.45,1
0,1,1,1,0,0,1,0,1,0,1,1,100.0,12,Automatic,1888.65,1
0,0,0,1,1,0,0,1,0,0,1,1,98.05,1,Automatic,3990.6,0
1,0,0,1,0,0,0,0,0,1,1,0,71.15,1,Electronic check,71.15,1
0,0,0,0,0,0,1,1,0,1,1,1,54.15,1,Automatic,1240.25,1
0,1,0,1,1,0,1,0,0,0,1,1,63.9,12,Automatic,2635.0,0
0,1,1,1,1,0,1,1,0,1,1,1,69.15,1,Automatic,235.0,0
0,0,0,1,1,1,0,0,0,0,1,1,64.65,12,Automatic,2347.85,0
0,1,1,1,1,1,0,1,1,1,1,1,108.75,24,Automatic,7156.2,1
0,1,1,1,1,0,1,0,0,1,1,0,98.85,1,Electronic check,3089.6,0
0,1,0,1,0,0,0,0,1,1,1,0,49.15,1,Electronic check,270.8,1
0,1,1,1,1,1,0,0,0,0,1,0,89.6,1,Electronic check,2901.8,0
0,0,0,1,1,0,1,1,0,1,1,0,83.25,1,Electronic check,4949.1,0
0,1,0,1,0,0,1,1,1,0,1,1,70.25,12,Automatic,2198.9,0
0,0,1,1,0,0,0,0,0,1,0,0,19.4,1,Electronic check,374.5,1
0,1,1,1,1,0,0,0,0,0,0,0,24.5,24,Electronic check,761.95,0
1,0,0,1,1,1,0,0,0,1,1,0,79.15,1,Electronic check,1520.9,1
0,0,1,1,0,0,0,0,0,0,0,0,20.1,12,Mailed check,190.25,0
0,1,1,1,1,1,1,1,0,1,1,1,73.0,12,Automatic,5163.0,0
0,1,1,1,1,1,0,0,1,0,1,1,61.4,24,Automatic,4059.85,0
0,0,0,1,1,0,0,1,1,1,1,0,84.3,1,Mailed check,2281.6,0
0,1,1,1,0,0,0,0,0,0,0,1,19.9,24,Automatic,1356.7,0
0,0,0,1,0,0,0,0,0,0,0,0,20.4,24,Mailed check,231.45,0
0,0,0,1,1,0,0,0,0,0,1,0,50.75,1,Mailed check,50.75,0
0,1,1,1,0,0,0,0,0,0,0,0,20.45,12,Mailed check,242.4,0
0,1,1,1,1,1,1,0,1,1,1,1,75.75,12,Automatic,4264.25,0
0,0,0,1,0,1,0,0,1,0,1,0,65.4,12,Electronic check,2774.55,0
1,1,0,1,0,0,0,0,0,1,1,0,80.4,1,Electronic check,3605.2,1
0,1,1,1,0,1,1,1,0,1,1,1,59.75,24,Automatic,4069.9,0
1,0,0,1,0,0,0,0,0,1,1,0,78.5,1,Electronic check,874.2,0
0,1,0,1,1,0,1,0,0,1,1,0,102.0,1,Electronic check,1145.35,1
0,0,0,1,0,0,0,1,0,0,1,1,48.95,1,Automatic,1323.7,0
0,1,0,1,1,1,0,0,0,1,1,0,99.65,1,Electronic check,5497.05,0
0,0,0,1,0,0,0,0,0,0,0,1,18.25,12,Automatic,534.7,0
0,0,0,1,0,1,0,1,0,0,1,1,54.55,1,Automatic,2455.05,0
0,0,0,1,0,0,0,0,0,0,0,0,20.65,1,Mailed check,38.7,1
0,0,1,0,0,1,1,0,1,0,1,1,40.65,12,Automatic,947.4,0
0,1,1,1,0,0,0,0,0,0,0,0,20.45,1,Mailed check,357.0,0
0,1,1,1,1,0,0,0,0,0,0,1,24.8,12,Automatic,1476.25,0
0,0,0,1,0,0,0,0,0,1,1,0,70.8,1,Mailed check,70.8,1
0,0,0,1,1,0,0,0,1,1,1,1,89.05,1,Automatic,1448.6,1
0,0,0,1,1,0,0,0,0,1,1,0,96.6,1,Electronic check,291.9,1
0,0,0,1,1,1,1,1,1,1,1,1,88.8,12,Automatic,5903.15,0
0,0,0,1,0,0,0,0,0,1,0,1,20.05,24,Automatic,1201.65,0
0,1,0,1,1,0,1,1,0,1,1,1,104.5,1,Automatic,5921.35,1
0,0,0,1,0,0,0,0,0,1,1,0,69.8,1,Electronic check,146.65,0
0,1,1,1,1,1,0,1,1,1,1,1,77.15,24,Automatic,1759.4,0
0,0,1,0,0,1,0,0,1,0,1,1,35.05,24,Automatic,844.45,0
1,0,0,1,1,0,1,1,1,1,1,1,108.1,24,Automatic,7774.05,0
0,1,0,1,1,0,0,0,0,1,1,0,84.05,1,Electronic check,134.05,0
0,0,0,1,0,0,0,0,0,1,0,1,20.2,12,Automatic,140.95,0
0,0,0,1,1,0,0,0,0,1,1,0,50.6,1,Mailed check,249.95,1
0,0,0,0,0,0,0,1,0,0,1,0,49.2,1,Electronic check,1701.65,0
0,0,0,1,1,0,0,0,0,0,0,0,24.6,12,Electronic check,592.65,0
0,1,1,1,0,0,0,0,0,1,1,0,71.65,1,Electronic check,135.75,0
0,1,1,1,1,1,1,1,1,1,1,1,104.9,24,Automatic,7732.65,0
0,0,0,1,1,1,1,1,1,1,1,0,106.5,1,Electronic check,4282.4,0
0,0,1,1,0,1,0,0,0,0,1,0,49.35,1,Electronic check,219.65,1
0,0,0,1,0,0,1,0,0,0,1,1,75.5,12,Automatic,2018.1,0
0,0,0,1,0,0,1,0,0,1,1,0,94.25,1,Electronic check,669.0,1
0,1,0,1,0,0,0,0,0,1,1,0,68.95,1,Electronic check,68.95,1
0,1,1,1,1,0,1,0,1,1,1,0,58.5,1,Mailed check,224.85,0
0,0,0,1,0,0,1,1,1,0,1,1,78.9,24,Automatic,3771.5,0
1,0,0,1,1,0,0,0,0,1,1,0,93.85,1,Electronic check,196.75,1
1,1,0,1,0,1,0,1,1,1,1,0,79.2,12,Electronic check,943.85,0
0,1,0,1,1,1,0,1,1,1,1,1,109.45,1,Automatic,6572.85,0
0,0,0,1,0,1,0,1,1,1,1,0,59.2,24,Electronic check,3175.85,0
0,0,0,0,0,0,0,0,1,0,1,0,29.15,1,Mailed check,29.15,0
0,0,0,1,0,0,0,0,0,0,0,0,20.05,1,Mailed check,20.05,0
0,0,0,1,1,0,0,0,0,1,1,0,76.05,1,Electronic check,318.9,1
0,0,0,0,0,0,0,0,0,1,1,0,24.45,1,Mailed check,24.45,1
0,0,0,1,0,0,0,1,1,0,1,1,66.5,24,Automatic,2762.75,0
0,0,0,1,0,1,0,0,0,0,1,1,49.55,1,Automatic,49.55,0
0,0,0,1,1,0,0,1,0,1,1,1,89.35,1,Automatic,631.85,1
0,0,0,1,0,0,0,1,0,1,1,1,73.6,1,Automatic,232.5,0
0,1,0,1,1,1,1,1,0,1,1,1,82.65,24,Automatic,5919.35,0
0,0,0,1,1,0,0,0,0,1,1,0,49.0,1,Electronic check,749.25,0
0,1,0,1,0,0,0,0,0,1,1,0,80.35,1,Electronic check,307.4,1
0,0,0,1,1,0,0,0,0,0,0,0,25.2,12,Electronic check,245.15,0
0,0,0,1,1,0,0,0,0,0,0,0,25.45,1,Mailed check,134.75,0
1,0,0,1,0,1,0,1,0,1,1,0,55.8,1,Electronic check,55.8,1
0,1,0,1,1,1,0,1,1,1,1,1,110.9,24,Automatic,8240.85,0
0,1,0,1,1,0,1,0,0,1,1,1,77.75,1,Automatic,4266.4,0
0,1,1,1,1,0,0,0,0,1,0,0,26.2,1,Electronic check,1077.5,0
0,1,0,1,0,0,0,0,0,0,0,1,19.9,24,Automatic,1115.6,0
0,0,0,1,0,0,0,0,0,1,1,0,79.05,1,Electronic check,79.05,1
0,1,0,1,0,1,0,0,0,1,1,0,95.0,1,Electronic check,95.0,1
0,0,0,0,0,0,0,0,0,0,1,0,25.2,1,Mailed check,25.2,1
1,1,1,1,1,0,1,1,0,1,1,0,80.85,12,Electronic check,4079.55,0
1,0,0,1,1,0,0,1,0,1,1,0,98.4,1,Electronic check,4187.75,1
0,1,0,1,0,0,0,0,0,1,1,0,56.35,12,Mailed check,2391.15,0
0,1,1,1,0,0,0,0,0,0,0,1,19.3,24,Automatic,890.5,0
0,0,0,1,1,0,0,0,0,0,1,1,50.4,1,Automatic,137.25,0
1,1,1,1,1,1,1,1,1,0,1,1,79.4,24,Automatic,5154.6,1
0,1,1,1,0,0,0,1,1,1,1,1,55.25,24,Automatic,3119.9,0
0,0,0,1,0,0,0,0,0,0,0,0,19.1,12,Mailed check,529.5,0
0,0,1,1,1,0,0,0,0,1,1,0,84.05,1,Electronic check,966.55,0
0,1,0,1,1,0,1,1,0,1,1,0,105.2,1,Electronic check,6936.85,0
1,0,0,1,1,0,0,1,0,1,1,0,101.4,1,Electronic check,3496.3,1
1,1,0,1,1,0,0,1,0,1,1,0,89.8,1,Electronic check,914.3,1
0,1,1,1,1,0,0,0,0,1,1,1,75.75,1,Automatic,1929.0,0
0,0,0,1,0,0,0,0,1,1,1,0,95.3,1,Electronic check,5817.7,0
0,1,0,1,0,1,1,1,1,0,1,1,109.75,24,Automatic,6110.2,1
0,0,0,1,0,0,0,0,0,0,0,0,19.85,1,Mailed check,178.8,0
0,0,0,1,0,0,0,0,0,0,0,1,19.3,12,Automatic,28.3,1
0,0,0,1,0,0,0,0,0,1,1,0,69.1,1,Electronic check,435.0,0
1,0,0,1,0,0,0,0,0,1,1,0,91.25,1,Electronic check,2351.8,1
0,0,0,1,0,0,0,0,0,0,0,0,20.25,1,Mailed check,186.15,0
0,1,0,1,0,0,1,1,0,1,1,0,54.75,1,Mailed check,445.85,0
0,0,0,1,0,0,0,0,0,1,1,0,81.45,1,Electronic check,912.0,0
0,0,0,1,1,0,0,0,0,1,1,0,49.1,1,Electronic check,679.55,1
0,1,0,1,1,1,0,1,0,1,1,0,80.2,12,Electronic check,3581.6,0
0,0,0,1,1,0,0,0,1,1,1,0,100.3,1,Electronic check,4222.95,0
0,0,0,1,1,1,0,1,1,0,1,1,65.25,1,Automatic,1994.3,1
0,0,1,1,1,1,0,1,1,1,1,1,90.95,24,Automatic,5930.05,0
1,0,0,1,1,0,1,0,1,1,1,0,85.45,1,Electronic check,1505.85,1
0,0,0,1,0,0,0,0,0,0,0,0,20.0,1,Mailed check,20.0,0
0,1,0,1,1,0,1,0,1,1,1,0,94.1,24,Electronic check,5638.3,1
0,0,0,1,1,0,1,0,0,0,1,0,79.85,1,Electronic check,797.25,0
1,0,0,1,0,0,0,0,0,1,1,0,71.65,1,Electronic check,71.65,1
1,0,0,1,0,0,1,0,0,1,1,0,73.55,1,Electronic check,1359.45,0
0,1,0,1,1,0,1,1,0,1,1,0,104.65,1,Electronic check,2542.45,1
0,1,1,1,0,0,0,0,0,0,0,0,19.3,1,Mailed check,54.7,0
0,0,0,1,0,0,0,0,0,0,0,1,20.15,12,Automatic,989.05,0
0,1,1,1,0,0,0,0,0,0,1,0,44.55,1,Electronic check,44.55,0
0,0,0,1,0,1,0,0,1,1,1,0,54.45,1,Mailed check,87.3,0
0,0,0,1,0,0,0,0,0,1,0,1,19.65,12,Automatic,351.55,0
0,1,1,1,1,0,1,1,0,1,1,0,105.0,24,Electronic check,7297.75,0
0,1,0,1,1,1,1,1,1,1,1,1,88.7,24,Automatic,6301.7,0
0,0,0,1,1,0,0,0,0,1,1,0,74.25,1,Electronic check,210.3,1
1,1,1,1,1,1,1,1,0,1,1,1,75.15,24,Automatic,3822.45,0
0,0,0,1,0,0,0,0,0,0,0,0,20.25,24,Mailed check,1048.45,0
0,1,0,1,1,1,1,0,1,1,1,1,109.1,24,Automatic,6393.65,0
0,0,0,0,0,1,0,0,0,1,1,1,30.75,12,Automatic,1489.3,0
1,1,0,1,1,1,1,1,1,1,1,1,112.9,1,Automatic,8061.5,0
1,0,0,1,1,0,0,0,0,1,1,0,74.2,1,Electronic check,74.2,1
0,1,1,1,1,0,1,1,0,1,1,0,94.05,1,Mailed check,518.75,0
0,1,0,1,1,1,1,1,1,0,1,1,78.85,24,Automatic,5763.15,0
0,0,0,1,0,0,0,0,0,1,1,0,55.3,1,Mailed check,238.5,0
0,1,1,1,0,0,0,0,0,0,0,0,19.35,24,Mailed check,1031.7,0
0,0,0,1,0,0,0,0,0,0,0,0,20.45,12,Mailed check,34.8,0
0,1,0,1,0,0,0,0,0,0,0,1,19.35,24,Automatic,1319.95,0
1,1,0,1,1,0,1,0,0,1,1,0,101.0,1,Electronic check,4388.4,1
0,1,0,1,1,0,1,0,0,1,1,0,100.2,1,Electronic check,420.2,1
1,1,0,1,1,1,0,0,0,1,1,0,89.05,12,Electronic check,2177.45,1
0,1,0,1,1,0,1,0,1,1,1,1,78.65,12,Automatic,3950.85,0
0,0,0,1,1,0,0,1,0,0,1,1,74.75,1,Automatic,827.05,0
0,1,1,1,0,1,0,0,0,1,1,1,70.1,12,Automatic,3913.3,1
0,1,1,1,0,0,0,0,0,0,0,0,19.9,12,Mailed check,533.5,0
0,1,0,1,1,0,0,1,1,0,1,1,58.35,12,Automatic,3756.45,0
0,0,0,1,0,0,1,1,1,1,1,0,105.65,12,Electronic check,443.9,1
0,0,0,1,1,0,0,1,0,1,1,1,100.5,1,Automatic,2599.95,0
0,1,1,1,0,0,0,0,0,0,0,0,20.05,1,Mailed check,284.3,0
1,1,0,1,1,0,0,0,0,0,0,1,25.65,24,Automatic,1740.8,0
1,1,0,1,1,0,1,0,0,1,1,0,96.5,1,Electronic check,3436.1,1
0,1,0,1,1,0,0,0,0,0,1,1,95.0,1,Automatic,2462.55,0
1,1,0,1,0,0,0,0,0,0,1,0,70.85,1,Mailed check,70.85,1
0,0,0,1,1,1,0,1,1,1,1,1,85.95,12,Automatic,3110.1,1
0,0,0,1,0,0,0,1,0,1,1,0,73.9,1,Electronic check,280.85,1
0,1,1,1,0,0,0,0,0,1,1,0,45.45,1,Electronic check,411.75,0
0,0,0,1,0,0,0,0,0,1,0,1,20.0,1,Automatic,198.6,0
0,0,0,1,0,0,1,0,0,0,1,0,49.2,1,Mailed check,103.7,0
0,1,0,1,1,1,1,1,0,1,1,1,109.45,24,Automatic,6144.55,1
0,1,0,1,0,1,1,1,1,1,1,1,83.25,24,Automatic,4089.45,0
0,1,1,1,0,0,0,0,0,1,0,0,19.25,24,Mailed check,864.2,0
0,0,0,1,0,0,0,0,0,1,0,1,19.65,1,Automatic,19.65,0
0,0,0,1,1,0,0,0,0,0,1,1,72.8,1,Automatic,3249.4,0
0,1,0,1,1,1,1,0,1,1,1,1,109.65,1,Automatic,5405.8,0
0,1,1,1,0,0,1,0,1,0,1,1,65.0,1,Automatic,3363.8,0
0,1,0,1,1,0,1,1,1,1,1,0,114.1,1,Electronic check,7132.15,0
0,0,0,1,0,0,0,0,0,0,0,1,20.65,1,Automatic,93.55,0
0,0,0,1,0,1,1,1,1,1,1,1,86.95,12,Automatic,4138.9,0
0,0,0,1,1,0,1,1,0,1,1,1,94.75,12,Automatic,5121.75,0
0,0,1,0,0,0,0,0,0,1,1,1,25.35,1,Automatic,566.1,0
0,0,1,1,0,0,1,1,1,1,1,0,105.45,24,Electronic check,2715.3,0
0,1,1,1,1,0,0,0,0,0,0,0,25.4,24,Mailed check,1782.05,0
0,1,0,1,1,0,1,1,0,1,1,0,102.55,1,Electronic check,1742.5,0
0,0,0,1,1,0,1,0,0,1,1,0,100.2,1,Electronic check,2983.8,1
0,0,1,1,1,0,0,0,0,0,0,0,24.0,1,Mailed check,24.0,0
0,1,1,1,1,0,0,0,0,0,0,0,25.6,24,Mailed check,485.9,0
0,1,0,1,0,0,1,1,0,1,1,1,73.5,24,Automatic,1905.7,0
0,1,1,1,0,0,1,0,0,1,1,1,74.05,1,Automatic,1565.7,1
0,1,0,1,1,0,1,0,0,1,1,0,98.25,12,Electronic check,4858.7,0
0,1,0,0,0,1,0,1,0,1,1,0,54.4,12,Electronic check,3723.65,0
0,0,0,1,1,0,0,1,0,1,1,1,101.55,1,Automatic,298.35,1
0,1,1,1,0,0,0,1,1,0,1,0,103.1,1,Electronic check,970.45,0
0,1,1,0,0,1,0,0,1,0,1,1,34.2,24,Automatic,1782.0,0
0,0,0,1,0,0,0,0,0,1,1,0,43.75,1,Electronic check,405.7,0
1,1,1,1,1,0,1,1,1,1,1,0,111.95,12,Electronic check,4534.9,1
0,0,0,1,1,0,1,0,0,1,1,0,100.65,1,Electronic check,2415.95,0
0,1,1,0,0,1,0,1,0,1,1,0,55.95,12,Electronic check,1157.05,1
0,1,1,1,1,1,1,1,1,1,1,1,116.05,24,Automatic,8297.5,0
0,0,0,1,0,0,0,0,0,0,1,0,45.75,1,Electronic check,45.75,1
0,1,1,1,1,0,0,1,1,1,1,1,82.0,12,Automatic,2083.1,0
0,1,0,1,1,1,1,0,1,0,1,1,65.15,24,Automatic,4681.75,0
0,0,0,1,0,0,0,0,0,1,1,1,44.8,1,Automatic,176.2,0
0,0,0,1,1,1,0,0,0,1,1,0,79.8,1,Electronic check,1001.2,0
0,1,0,1,1,0,0,0,1,1,1,0,88.85,1,Electronic check,1594.75,0
0,0,0,1,1,0,0,0,0,1,1,0,74.95,1,Electronic check,212.4,0
1,1,0,1,1,1,1,0,0,1,1,1,106.85,12,Automatic,7677.4,0
0,0,0,1,0,0,1,0,0,0,1,0,74.95,1,Electronic check,815.5,1
0,0,0,1,0,0,0,0,0,0,1,1,80.15,1,Automatic,80.15,1
0,0,0,1,0,0,0,0,0,0,0,1,19.3,12,Automatic,259.65,0
0,1,0,1,1,0,1,1,1,1,1,0,109.25,12,Electronic check,8109.8,1
0,1,0,1,1,1,0,0,0,0,1,1,56.1,12,Automatic,2386.85,0
0,0,0,1,0,0,0,0,0,0,0,1,19.7,1,Automatic,340.35,0
1,0,0,1,0,0,1,0,0,1,1,0,51.3,1,Mailed check,419.35,0
0,1,0,1,1,1,1,1,1,0,1,0,118.6,24,Mailed check,7990.05,0
0,1,1,1,1,0,0,0,0,0,0,1,24.15,24,Automatic,1402.25,0
0,1,1,1,0,0,0,0,0,0,0,0,20.3,12,Mailed check,749.35,0
0,1,1,1,1,1,1,1,1,1,1,0,115.5,24,Electronic check,8425.15,0
0,0,0,1,1,0,0,0,0,0,0,1,25.05,12,Automatic,1171.5,0
1,1,0,1,1,1,1,1,0,1,1,0,109.1,1,Electronic check,5647.95,0
0,1,1,1,0,0,0,0,0,0,0,0,19.65,12,Mailed check,708.8,0
0,1,0,1,1,0,1,1,1,1,1,1,111.3,24,Automatic,7567.2,0
0,0,0,0,0,1,0,0,0,0,1,0,29.9,1,Mailed check,29.9,0
0,0,0,1,0,0,1,0,1,1,1,0,80.6,1,Mailed check,4348.1,0
0,1,1,1,0,0,0,0,0,0,0,0,20.8,1,Mailed check,635.9,0
0,0,0,0,0,0,0,0,0,0,1,1,35.2,1,Automatic,108.95,1
0,1,0,1,0,0,0,0,0,0,1,0,78.8,1,Electronic check,78.8,1
0,0,0,1,0,0,0,1,1,0,1,0,89.95,1,Mailed check,1682.4,0
1,1,0,1,1,1,1,1,1,1,1,1,116.05,24,Automatic,6925.9,0
0,0,0,1,0,0,0,0,0,0,0,1,19.55,24,Automatic,223.15,0
0,0,0,1,1,0,1,1,0,1,1,0,106.4,1,Electronic check,5127.95,1
0,0,0,1,0,1,0,0,0,0,1,0,49.4,1,Electronic check,874.8,1
0,1,1,1,1,1,1,1,1,0,1,1,115.25,24,Automatic,6758.45,0
0,1,0,1,1,0,0,0,0,0,0,1,24.8,24,Automatic,1874.3,0
0,0,0,1,0,0,0,0,0,0,0,0,19.9,12,Mailed check,791.15,0
0,1,0,1,0,1,0,1,0,1,1,1,81.25,12,Automatic,4639.45,0
0,1,1,1,0,0,0,0,0,0,1,0,69.95,1,Mailed check,143.9,0
1,0,0,1,0,0,0,0,0,0,1,0,69.1,1,Electronic check,69.1,1
0,1,1,1,0,0,0,0,0,1,1,0,90.2,1,Electronic check,1776.55,1
0,0,0,1,1,0,0,0,0,1,1,1,93.55,1,Automatic,536.4,1
0,0,0,1,1,0,0,1,1,1,1,1,86.4,24,Automatic,6172.0,0
0,1,0,1,1,1,1,1,0,0,1,0,66.3,1,Mailed check,1559.45,0
1,1,0,1,1,0,0,0,0,1,1,1,94.65,1,Automatic,6079.0,0
0,0,0,1,0,0,0,0,0,1,1,0,80.85,1,Mailed check,80.85,1
0,1,1,1,1,0,0,0,0,1,1,0,82.05,12,Mailed check,4029.95,1
0,1,0,1,1,0,1,0,1,0,1,0,72.1,12,Mailed check,2658.4,0
0,0,0,0,0,0,1,1,0,0,1,0,34.7,1,Mailed check,383.55,0
0,1,0,1,0,0,0,0,0,1,0,1,20.55,1,Automatic,51.15,1
0,1,0,1,0,0,0,1,0,1,1,1,95.95,1,Automatic,1745.5,0
0,1,1,1,0,0,0,0,0,1,1,1,44.8,12,Automatic,2230.85,0
0,1,1,1,1,1,0,1,1,1,1,0,109.4,12,Electronic check,7281.6,0
0,1,0,1,0,1,1,0,1,1,1,0,71.05,1,Mailed check,1837.7,0
1,0,0,1,1,0,0,1,0,1,1,0,78.55,1,Electronic check,149.55,1
0,0,0,1,0,0,0,0,0,0,0,1,19.7,1,Automatic,180.7,0
0,0,1,0,0,1,1,0,1,0,1,0,40.25,12,Mailed check,411.45,0
0,1,0,1,0,0,0,0,0,0,0,1,19.85,24,Automatic,1328.35,0
0,0,0,1,0,1,0,1,1,1,1,1,68.25,1,Automatic,576.95,0
0,0,0,1,0,0,0,0,0,1,0,1,20.15,1,Automatic,68.45,0
0,0,0,1,0,1,0,0,0,0,1,0,50.95,1,Mailed check,123.05,0
0,0,1,1,0,0,0,0,0,0,1,0,78.65,1,Electronic check,78.65,1
0,0,0,0,0,0,0,0,0,1,1,1,25.15,1,Automatic,468.35,0
0,1,1,1,0,0,0,0,0,1,0,1,20.25,1,Automatic,174.7,0
0,0,0,1,0,0,0,0,0,1,1,0,42.9,1,Electronic check,42.9,1
1,0,0,1,0,0,0,0,0,0,1,0,44.0,1,Electronic check,44.0,0
0,1,1,1,0,0,0,0,0,0,0,0,20.25,12,Mailed check,172.35,0
0,0,0,0,0,1,0,0,1,0,1,0,34.25,1,Mailed check,139.35,1
0,0,0,0,0,1,0,1,1,0,1,0,58.5,1,Mailed check,539.85,1
0,0,0,1,0,1,0,1,0,0,1,1,55.8,1,Automatic,300.4,0
0,1,1,1,0,0,0,0,0,0,1,1,88.9,12,Automatic,4968.0,0
0,0,1,1,1,1,0,0,0,0,1,0,57.65,1,Mailed check,992.7,0
1,0,0,1,1,0,0,0,0,1,1,0,96.2,1,Electronic check,4718.25,1
0,1,0,1,1,1,1,1,1,0,1,0,79.15,24,Mailed check,5536.5,0
0,0,0,1,1,0,1,1,1,1,1,1,108.05,24,Automatic,7806.6,0
1,0,0,1,0,0,0,1,0,0,1,0,74.4,1,Electronic check,434.1,1
1,1,0,1,1,0,0,0,0,1,1,0,94.8,1,Electronic check,1563.9,0
0,1,0,0,0,0,0,0,0,1,1,0,45.9,1,Electronic check,1332.4,0
0,1,0,1,1,0,1,1,0,1,1,0,105.3,1,Electronic check,545.2,1
0,1,0,1,1,0,0,1,0,0,1,0,102.6,24,Electronic check,6296.75,0
0,1,0,1,1,0,0,0,0,1,1,1,73.85,1,Automatic,1284.2,1
0,0,0,1,0,0,0,1,0,1,1,1,61.35,12,Automatic,3645.5,0
0,0,0,1,0,0,0,1,0,0,1,0,57.55,1,Electronic check,161.45,0
0,0,0,0,0,0,1,0,0,1,1,0,29.25,1,Mailed check,226.95,0
1,1,0,1,1,0,0,0,0,1,1,0,84.55,1,Electronic check,646.85,1
0,0,0,1,0,0,0,0,0,0,0,1,19.6,24,Automatic,1441.65,0
0,1,1,1,1,1,0,1,1,0,1,1,111.75,24,Automatic,7511.3,0
1,1,0,1,1,0,1,1,0,1,1,0,106.5,12,Electronic check,5621.85,0
0,1,1,1,1,1,1,0,1,1,1,1,107.7,24,Automatic,7919.8,0
0,1,0,1,0,0,0,0,0,0,0,0,19.3,12,Mailed check,593.2,0
0,1,0,1,0,0,0,0,0,0,0,1,20.05,24,Automatic,1423.65,0
